title,price,date,link,long,lat,area
"21 Dafoe BLVD Winnipeg, Manitoba",285000.0,"Thu, 27 Jun 2019 05:48:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/21-dafoe-blvd-winnipeg-manitoba/1443518644,-97.1550946,49.9427597,Dafoe BLVD
"129 Kimberly AVE Winnipeg, Manitoba",384900.0,"Thu, 27 Jun 2019 05:54:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/129-kimberly-ave-winnipeg-manitoba/1443519130,-97.1070633,49.9289363,Kimberly AVE
Nice SOLID 3 bedroom home in Fort Rouge!&#8203;,229900.0,"Thu, 27 Jun 2019 10:05:22 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/nice-solid-3-bedroom-home-in-fort-rouge/1443563698,-97.1413718,49.8600783,Fort Rouge
Beautiful home in River Park South&#8203;,322900.0,"Thu, 27 Jun 2019 10:05:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-home-in-river-park-south/1443563667,-97.1112441,49.8022313,River Park South
OPEN HOUSE!! 618 Springfield Rd - Sunday June 30 from 12-1:30pm!,259900.0,"Thu, 27 Jun 2019 10:25:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/open-house-618-springfield-rd-sunday-june-30-from-12-1:30pm/1443567947,-97.0658354,49.9364211,Springfield RD
"22 West Plains Drive - Sage Creek, Winnipeg - Asking $615,000!",214900.0,"Thu, 27 Jun 2019 10:36:28 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/22-west-plains-drive-sage-creek-winnipeg-asking-615-000/1431302072,-97.03155040000001,49.8385054,Sage CR
"22 West Plains Drive - Sage Creek, Winnipeg - Asking $615,000!",214900.0,"Thu, 27 Jun 2019 10:36:28 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/22-west-plains-drive-sage-creek-winnipeg-asking-615-000/1431302072,-97.03155040000001,49.8385054,Sage Creek
"29 Jessie Street, Oakbank Houses for Sale by Nicole McMillan",317500.0,"Thu, 27 Jun 2019 14:51:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/29-jessie-street-oakbank-houses-for-sale-by-nicole-mcmillan/1431361452,-122.8903494,49.2569805,McMillan
"29 Jessie Street, Oakbank Houses for Sale by Nicole McMillan",317500.0,"Thu, 27 Jun 2019 14:51:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/29-jessie-street-oakbank-houses-for-sale-by-nicole-mcmillan/1431361452,-122.8903494,49.2569805,Oakbank
"5 Hanover Place, Oakbank Houses for Sale by Hubert Labossiere",339900.0,"Thu, 27 Jun 2019 15:05:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/5-hanover-place-oakbank-houses-for-sale-by-hubert-labossiere/1443624694,-96.8329796,49.9444763,Hanover PL
"5 Hanover Place, Oakbank Houses for Sale by Hubert Labossiere",339900.0,"Thu, 27 Jun 2019 15:05:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/5-hanover-place-oakbank-houses-for-sale-by-hubert-labossiere/1443624694,-96.8329796,49.9444763,Oakbank
OSBORNE VILLAGE - Investment Property/Duplex FOR SALE!,439999.0,"Thu, 27 Jun 2019 16:04:13 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/osborne-village-investment-property-duplex-for-sale/1443635392,-97.76712959999999,49.9064212,Osborne Village
"BRAND NEW Beautiful&amp;Spacious 3 Bdrm, 2 Bath Family Home in Elie!",339000.0,"Thu, 27 Jun 2019 16:01:30 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/brand-new-beautiful-spacious-3-bdrm-2-bath-family-home-in-elie/1443634906,-97.19251,49.919018,Elie
3 BR Turnkey Home for Sale at West Kildonan,324900.0,"Thu, 27 Jun 2019 16:31:12 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/3-br-turnkey-home-for-sale-at-west-kildonan/1443640590,-97.11377279999999,49.9381781,West Kildonan
RANDALL HOMES: 1600 SQFT TWO STORY FOR SALE IN BONAVISTA,394900.0,"Thu, 27 Jun 2019 17:15:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/randall-homes:-1600-sqft-two-story-for-sale-in-bonavista/1443648382,-97.20815759999999,49.9079233,Vista
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Thu, 27 Jun 2019 17:22:33 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443649681,-97.2966831,49.8473774,Elmhurst RD
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Thu, 27 Jun 2019 17:22:33 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443649681,-97.2966831,49.8473774,Charleswood
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Thu, 27 Jun 2019 17:22:33 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443649681,-97.2966831,49.8473774,Elmhurst
RANDALL HOMES SHOWHOME FOR SALE IN BONAVISTA - QUICK POSSESSION,333900.0,"Thu, 27 Jun 2019 17:21:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/randall-homes-showhome-for-sale-in-bonavista-quick-possession/1443649468,-97.06425109999999,49.8226379,Vista
Upgraded House for Sale! 974 College Ave.,479720.0,"Thu, 27 Jun 2019 17:20:58 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/upgraded-house-for-sale-974-college-ave/1443649417,-97.2966831,49.8473774,College AVE
PELICAN LAKE water front Bungalow,515000.0,"Thu, 27 Jun 2019 17:20:36 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/pelican-lake-water-front-bungalow/1443649363,-99.5852216,49.4367472,Pelican Lake
"1009 Clarence AVE Winnipeg, Manitoba",239900.0,"Thu, 27 Jun 2019 19:10:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1009-clarence-ave-winnipeg-manitoba/1430558865,-97.15207149999999,49.8363279,Clarence AVE
"4 Sixth AVE Gimli, Manitoba",224900.0,"Thu, 27 Jun 2019 19:10:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/4-sixth-ave-gimli-manitoba/1430558347,-96.99385749999999,50.639722,Sixth AVE
"4 Sixth AVE Gimli, Manitoba",224900.0,"Thu, 27 Jun 2019 19:10:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/4-sixth-ave-gimli-manitoba/1430558347,-96.99385749999999,50.639722,Gimli
"46 Beaudin BLVD Elie, Manitoba",389900.0,"Thu, 27 Jun 2019 19:16:07 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/46-beaudin-blvd-elie-manitoba/1430565295,-97.76862279999999,49.9070381,Elie
"418 Knowles AVE Winnipeg, Manitoba",324900.0,"Thu, 27 Jun 2019 19:16:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/418-knowles-ave-winnipeg-manitoba/1430565282,-97.049514,49.951078,Knowles AVE
"800 Elmhurst RD Winnipeg, Manitoba",499500.0,"Thu, 27 Jun 2019 19:16:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/800-elmhurst-rd-winnipeg-manitoba/1430565217,-97.2577869,49.8485096,Elmhurst RD
"800 Elmhurst RD Winnipeg, Manitoba",499500.0,"Thu, 27 Jun 2019 19:16:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/800-elmhurst-rd-winnipeg-manitoba/1430565217,-97.2577869,49.8485096,Elmhurst
"159 EAGLE CREEK DR East St Paul, Manitoba",679900.0,"Thu, 27 Jun 2019 19:16:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/159-eagle-creek-dr-east-st-paul-manitoba/1430565122,-97.03566599999999,49.972157,East ST
"47 Leisure BAY Winnipeg, Manitoba",329900.0,"Thu, 27 Jun 2019 19:16:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/47-leisure-bay-winnipeg-manitoba/1430565707,-97.2947133,49.8940396,Leisure Bay
"19 Feathertail WAY New Bothwell, Manitoba",239900.0,"Thu, 27 Jun 2019 19:16:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/19-feathertail-way-new-bothwell-manitoba/1430565709,-96.8932098,49.587263,New Bothwell
"1189 Dominion ST Winnipeg, Manitoba",241000.0,"Thu, 27 Jun 2019 19:16:13 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1189-dominion-st-winnipeg-manitoba/1430565537,-97.1766602,49.9017866,Dominion ST
"5578 Main ST St Andrews, Manitoba",469900.0,"Thu, 27 Jun 2019 19:16:12 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/5578-main-st-st-andrews-manitoba/1430565517,-96.9781069,50.0776581,Main ST
"57 Tyler BAY Oakbank, Manitoba",499900.0,"Thu, 27 Jun 2019 19:16:12 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/57-tyler-bay-oakbank-manitoba/1430565518,-96.856618,49.9334625,Oakbank
"3 508 Main ST St Adolphe, Manitoba",364900.0,"Thu, 27 Jun 2019 19:16:11 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/3-508-main-st-st-adolphe-manitoba/1430565438,-97.1121846,49.676094,Main ST
Lake of the Woods for sale,322900.0,"Thu, 27 Jun 2019 21:12:10 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/lake-of-the-woods-for-sale/1443686729,-97.111465,49.802411,Lake of the Woods
FULLY FINISHED 4 BED HOME W/LARGE GARAGE IN NEW BOTHWELL,259900.0,"Thu, 27 Jun 2019 21:32:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/fully-finished-4-bed-home-w-large-garage-in-new-bothwell/1443689280,-96.8930882,49.58794109999999,New Bothwell
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Thu, 27 Jun 2019 23:40:32 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443700877,-97.2966831,49.8473774,Scotland AVE
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Thu, 27 Jun 2019 23:40:32 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443700877,-97.2966831,49.8473774,Crescentwood
Charming Fort Rogue House! 695 Jubilee Ave.,234695.0,"Fri, 28 Jun 2019 01:47:12 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/charming-fort-rogue-house-695-jubilee-ave/1443706916,-97.2966831,49.8473774,Jubilee AVE
Calling all Builders! 116 Imperial Ave.,229900.0,"Fri, 28 Jun 2019 01:51:52 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/calling-all-builders-116-imperial-ave/1443707021,-97.2966831,49.8473774,Imperial AVE
River Heights House for Sale! 720 Renfrew St.,479720.0,"Fri, 28 Jun 2019 01:50:15 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443706988,-97.2966831,49.8473774,Renfrew ST
River Heights House for Sale! 720 Renfrew St.,479720.0,"Fri, 28 Jun 2019 01:50:15 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443706988,-97.2966831,49.8473774,River Heights
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Fri, 28 Jun 2019 03:56:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443711170,-97.2966831,49.8473774,Scotland AVE
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Fri, 28 Jun 2019 03:56:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443711170,-97.2966831,49.8473774,Crescentwood
"74 Luxton AVE Winnipeg, Manitoba",227900.0,"Fri, 28 Jun 2019 05:06:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/74-luxton-ave-winnipeg-manitoba/1443710226,-97.11729,49.924058,Luxton AVE
"74 Luxton AVE Winnipeg, Manitoba",227900.0,"Fri, 28 Jun 2019 05:06:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/74-luxton-ave-winnipeg-manitoba/1443710226,-97.11729,49.924058,Luxton
"40048 PTH52 HWY La Broquerie, Manitoba",439900.0,"Fri, 28 Jun 2019 05:12:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/40048-pth52-hwy-la-broquerie-manitoba/1443710153,-96.5187875,49.4872704,La Broquerie
"176 GREENTREE DR Grunthal, Manitoba",279900.0,"Fri, 28 Jun 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/176-greentree-dr-grunthal-manitoba/1443711166,-96.8619121,49.4027799,Grunthal
"190 Riverview AVE W Dominion City, Manitoba",264900.0,"Fri, 28 Jun 2019 05:36:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/190-riverview-ave-w-dominion-city-manitoba/1443712270,-97.164991,49.141262,Riverview
"190 Riverview AVE W Dominion City, Manitoba",264900.0,"Fri, 28 Jun 2019 05:36:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/190-riverview-ave-w-dominion-city-manitoba/1443712270,-97.164991,49.141262,Dominion City
"822 Nottingham AVE Winnipeg, Manitoba",269900.0,"Fri, 28 Jun 2019 05:36:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/822-nottingham-ave-winnipeg-manitoba/1443710308,-97.0838637,49.9079081,Nottingham AVE
"2178 King Edward ST Winnipeg, Manitoba",339900.0,"Fri, 28 Jun 2019 05:54:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/2178-king-edward-st-winnipeg-manitoba/1443709958,-97.207217,49.935803,King Edward ST
"2178 King Edward ST Winnipeg, Manitoba",339900.0,"Fri, 28 Jun 2019 05:54:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/2178-king-edward-st-winnipeg-manitoba/1443709958,-97.207217,49.935803,King Edward
Silver Harbour - 25 Einarson Rd OPEN HOUSE June 29 11 to 1,235000.0,"Fri, 28 Jun 2019 09:00:26 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/silver-harbour-25-einarson-rd-open-house-june-29-11-to-1/1431536115,-96.96463849999999,50.809099,Silver
LIVE IN EAGLEMERE ON A CUL-DE-SAC IN A 3 BEDROOM HOME!,424900.0,"Fri, 28 Jun 2019 09:50:45 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/live-in-eaglemere-on-a-cul-de-sac-in-a-3-bedroom-home/1443752941,-97.0556132,49.9196515,Eaglemere
WELCOME TO 34 HARROWBY AVENUE,314900.0,"Fri, 28 Jun 2019 10:00:42 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-34-harrowby-avenue/1443755262,-97.1087471,49.8661281,Harrowby AVE
WELCOME TO 32 WHIDDEN GATE,479900.0,"Fri, 28 Jun 2019 10:05:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-32-whidden-gate/1443756333,-97.19427800000001,49.841778,Whidden Gate
WELCOME TO 75 DELLWOOD CRESCENT,224900.0,"Fri, 28 Jun 2019 10:11:15 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-75-dellwood-crescent/1443757522,-97.3182561,49.8559645,Dellwood CR
Gorgeous Bi-Level in West Transcona - Jennifer Queen,344900.0,"Fri, 28 Jun 2019 10:42:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/gorgeous-bi-level-in-west-transcona-jennifer-queen/1443764094,-97.0066339,49.8944489,Transcona
"DREAMING OF OWNING A *BRAND NEW* HM? -257 McAdam Ave, WPG",293900.0,"Fri, 28 Jun 2019 10:51:10 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/dreaming-of-owning-a-brand-new-hm-257-mcadam-ave-wpg/1443765967,-97.125018,49.931109,Mcadam AVE
Beautiful 3 bedroom 2 bath River East bungalow,349900.0,"Fri, 28 Jun 2019 10:57:31 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-3-bedroom-2-bath-river-east-bungalow/1443767322,-97.07542,49.943954,River East
"MX HOMES *BRAND NEW* 3BD HOME! 487 MATHESON AVE, WPG",279900.0,"Fri, 28 Jun 2019 10:56:08 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/mx-homes-brand-new-3bd-home-487-matheson-ave-wpg/1443767050,-97.1349199,49.9332345,Matheson AVE
BEST OF BOTH WORLDS! 3BD/2 BATH BUNG- 40 MAIN ST. STONY MOUNTAIN,339500.0,"Fri, 28 Jun 2019 11:20:21 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/best-of-both-worlds-3bd-2-bath-bung-40-main-st-stony-mountain/1443771900,-97.2197879,50.0887178,Main ST
BEST OF BOTH WORLDS! 3BD/2 BATH BUNG- 40 MAIN ST. STONY MOUNTAIN,339500.0,"Fri, 28 Jun 2019 11:20:21 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/best-of-both-worlds-3bd-2-bath-bung-40-main-st-stony-mountain/1443771900,-97.2197879,50.0887178,Stony Mountain
3 Bedroom Lakefront Cabover in Bridgwater Trails,357049.0,"Fri, 28 Jun 2019 11:56:51 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/3-bedroom-lakefront-cabover-in-bridgwater-trails/1443779722,-97.2032298,49.7820533,Bridgwater Trails
"52 MAIN ST Kleefeld, Manitoba",299900.0,"Fri, 28 Jun 2019 12:25:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/52-main-st-kleefeld-manitoba/1443785196,-96.871917,49.500786,Main ST
"52 MAIN ST Kleefeld, Manitoba",299900.0,"Fri, 28 Jun 2019 12:25:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/52-main-st-kleefeld-manitoba/1443785196,-96.871917,49.500786,Kleefeld
"12 Main ST Kleefeld, Manitoba",214900.0,"Fri, 28 Jun 2019 19:10:26 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/12-main-st-kleefeld-manitoba/1437538192,-96.8718999,49.5020718,Main ST
"12 Main ST Kleefeld, Manitoba",214900.0,"Fri, 28 Jun 2019 19:10:26 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/12-main-st-kleefeld-manitoba/1437538192,-96.8718999,49.5020718,Kleefeld
"68 Bannerman AVE Winnipeg, Manitoba",279900.0,"Fri, 28 Jun 2019 19:10:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/68-bannerman-ave-winnipeg-manitoba/1437538191,-97.1197964,49.9227613,Bannerman AVE
"42126 302 HWY Richer, Manitoba",474900.0,"Fri, 28 Jun 2019 19:16:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/42126-302-hwy-richer-manitoba/1401244015,-96.44639409999999,49.7165396,Richer
"23101 PR 305 RD Dufferin, Manitoba",219900.0,"Fri, 28 Jun 2019 19:16:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/23101-pr-305-rd-dufferin-manitoba/1412530210,-98.0179027,49.5915883,Dufferin
931 Main Street,316900.0,"Fri, 28 Jun 2019 19:15:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/931-main-street/1437544580,-96.646298,49.515971,Main ST
"Homes for Sale in Kleefeld, Manitoba $269,900",269900.0,"Fri, 28 Jun 2019 19:15:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-kleefeld-manitoba-269-900/1437544464,-96.7616613333,49.5710980476,Kleefeld
